,host_response_rate,host_acceptance_rate,price,availability_365,number_of_reviews,review_scores_cleanliness,review_scores_communication,review_scores_location,reviews_per_month,room_type
4696,100.0,100.0,1812.0,356,20.2,4.93,4.97,4.95,2.04,Entire home/apt
4697,100.0,91.5,400.0,117,0.0,4.7,4.8,4.8,1.7,Entire home/apt
4698,100.0,99.0,817.0,327,20.2,4.96,4.94,4.86,3.83,Entire home/apt
4699,98.6,94.0,700.0,87,6.0,5.0,4.5,5.0,0.21,Private room
4700,100.0,96.0,190.0,160,53.0,4.77,4.73,4.85,0.96,Private room
4701,100.0,99.0,1400.0,335,23.0,4.87,4.7,5.0,0.41,Entire home/apt
4702,100.0,100.0,650.0,28,79.0,4.9,4.95,4.89,1.41,Entire home/apt
4703,94.5,91.5,250.0,177,21.0,4.76,4.71,4.95,0.38,Private room
4704,100.0,97.0,1789.0,285,84.0,4.82,4.96,4.99,1.69,Entire home/apt
4705,100.0,100.0,341.0,346,45.0,4.84,4.93,4.91,0.8,Private room
4706,100.0,97.3,2000.0,0,0.0,4.7,4.8,4.8,1.7,Entire home/apt
4707,90.0,97.3,900.0,149,51.0,4.39,4.8,4.82,0.97,Entire home/apt
4708,100.0,99.0,837.0,171,54.0,4.7,4.91,4.89,3.57,Entire home/apt
4709,98.6,100.0,420.0,271,96.0,4.83,4.93,5.0,1.73,Private room
4710,100.0,97.3,580.0,365,16.0,4.63,4.9,4.69,0.39,Entire home/apt
4711,100.0,100.0,325.0,160,3.0,4.67,5.0,5.0,1.2,Private room
4712,100.0,97.3,500.0,365,24.0,4.33,4.58,4.92,0.45,Entire home/apt
4713,94.5,91.5,186.0,365,0.0,4.7,4.8,4.8,1.7,Private room
4714,94.5,91.5,1062.7,179,9.0,4.67,4.67,4.67,0.16,Entire home/apt
4715,100.0,100.0,1062.7,362,1.0,4.8,5.0,5.0,0.03,Private room
4716,94.5,91.5,1062.7,180,10.0,4.8,4.9,4.7,0.25,Entire home/apt
4717,90.0,81.0,1300.0,365,36.0,4.83,4.83,4.86,0.65,Entire home/apt
4718,100.0,97.3,500.0,362,34.0,4.47,4.78,5.0,0.6,Private room
4719,98.6,100.0,450.0,364,4.0,5.0,5.0,4.75,0.07,Private room
4720,100.0,99.0,206.0,0,17.0,4.76,5.0,5.0,0.3,Private room
4721,100.0,100.0,1450.0,196,20.2,4.89,4.86,4.95,2.64,Entire home/apt
4722,94.5,91.5,2000.0,358,0.0,4.7,4.8,4.8,1.7,Entire home/apt
4723,100.0,100.0,797.0,171,20.2,4.83,4.87,4.91,2.24,Entire home/apt
4724,100.0,97.3,357.0,363,5.0,4.8,5.0,4.8,0.11,Private room
4725,100.0,100.0,2124.0,64,52.0,4.92,5.0,4.94,0.97,Entire home/apt
4726,100.0,100.0,950.0,365,59.0,4.86,4.95,4.98,1.05,Entire home/apt
4727,100.0,97.3,520.0,341,5.0,5.0,4.9,4.6,0.09,Private room
4728,100.0,97.0,399.0,69,20.2,4.55,4.91,4.84,2.43,Entire home/apt
4729,100.0,95.0,792.0,348,103.0,4.68,4.89,4.83,1.83,Entire home/apt
4730,98.6,97.3,399.0,180,1.0,5.0,5.0,5.0,0.04,Private room
4731,100.0,100.0,493.0,357,92.0,4.93,4.89,4.92,1.63,Private room
4732,100.0,100.0,2542.0,99,28.0,4.93,4.67,4.96,0.51,Entire home/apt
4733,100.0,100.0,450.0,90,21.0,4.9,4.95,5.0,0.4,Private room
4734,100.0,97.0,1379.0,315,60.0,4.71,4.75,4.88,1.06,Entire home/apt
4735,100.0,97.3,350.0,180,34.0,4.97,4.97,5.0,0.6,Private room
4736,98.6,100.0,345.0,301,15.0,4.93,5.0,5.0,0.27,Private room
4737,100.0,100.0,947.0,212,20.2,4.95,4.96,4.91,4.06,Entire home/apt
4738,98.6,98.0,466.0,173,20.2,4.8,4.92,4.92,2.38,Private room
4739,94.5,97.3,400.0,365,1.0,4.8,4.9,4.9,0.12,Private room
4740,100.0,100.0,1062.7,157,72.0,4.83,4.92,4.99,1.28,Entire home/apt
4741,98.6,91.5,850.0,0,0.0,4.7,4.8,4.8,1.7,Private room
4742,100.0,100.0,1054.0,0,20.2,4.71,4.91,4.77,3.11,Entire home/apt
4743,100.0,100.0,916.0,211,20.2,4.92,4.97,4.92,1.9,Entire home/apt
4744,100.0,90.0,944.0,268,26.0,4.8,4.65,4.96,0.68,Entire home/apt
4745,100.0,92.0,330.0,332,48.0,4.88,4.96,4.94,0.86,Private room
4746,100.0,100.0,698.0,211,20.2,4.75,4.83,4.92,3.48,Entire home/apt
4747,100.0,98.0,1300.0,268,5.0,5.0,5.0,5.0,0.09,Entire home/apt
4748,94.5,91.5,1500.0,177,1.0,5.0,5.0,5.0,0.02,Private room
4749,98.6,83.0,1999.0,337,4.0,4.8,4.9,4.9,0.08,Hotel room
4750,98.6,83.0,1399.0,337,3.0,5.0,4.9,4.9,0.1,Private room
4751,98.6,83.0,1199.0,351,2.0,4.5,5.0,5.0,0.08,Private room
4752,98.6,83.0,1599.0,337,0.0,4.7,4.8,4.8,1.7,Private room
4753,98.6,83.0,1899.0,347,0.0,4.7,4.8,4.8,1.7,Private room
4754,98.6,81.0,1300.0,0,5.0,5.0,5.0,5.0,0.1,Entire home/apt
4755,94.5,91.5,500.0,365,0.0,4.7,4.8,4.8,1.7,Private room
4756,100.0,100.0,3000.0,58,1.0,4.8,5.0,5.0,0.06,Entire home/apt
4757,100.0,100.0,679.0,362,67.0,4.69,4.91,4.97,1.23,Entire home/apt
4758,100.0,93.0,1621.0,88,54.0,4.8,4.91,4.91,0.96,Entire home/apt
4759,99.0,99.0,341.0,165,20.2,4.38,4.7,4.83,3.97,Private room
4760,100.0,100.0,359.0,360,39.0,4.85,4.92,4.85,0.7,Private room
4761,100.0,100.0,2469.0,360,62.0,4.98,5.0,4.94,1.1,Entire home/apt
4762,100.0,89.0,450.0,133,20.2,4.9,4.94,4.97,2.83,Private room
4763,95.0,100.0,890.0,170,20.2,4.81,4.88,4.9,3.15,Entire home/apt
4764,94.5,91.5,340.0,334,0.0,4.7,4.8,4.8,1.7,Private room
4765,100.0,100.0,1235.0,221,20.2,4.69,4.87,4.84,2.37,Entire home/apt
4766,98.0,99.0,1987.0,60,20.2,4.83,4.95,4.95,1.4,Entire home/apt
4767,100.0,91.0,1021.0,365,9.0,4.33,4.9,4.9,0.53,Private room
4768,100.0,97.3,479.0,364,13.0,4.8,4.85,4.85,0.25,Entire home/apt
4769,90.0,100.0,400.0,251,14.0,4.71,4.86,4.93,0.27,Private room
4770,100.0,100.0,1037.0,86,53.0,4.55,4.96,4.96,0.95,Entire home/apt
4771,94.5,98.0,980.0,0,44.0,4.98,5.0,4.98,1.21,Entire home/apt
4772,100.0,100.0,350.0,86,27.0,5.0,4.96,4.96,0.5,Private room
4773,94.5,91.5,420.0,362,12.0,4.75,5.0,4.9,0.22,Entire home/apt
4774,100.0,100.0,675.0,139,20.2,4.88,4.97,4.97,2.68,Entire home/apt
4775,98.6,97.3,280.0,119,3.0,5.0,5.0,5.0,0.05,Private room
4776,100.0,100.0,230.0,0,9.0,5.0,5.0,4.78,0.17,Private room
4777,100.0,100.0,936.0,286,99.0,4.77,4.91,4.92,1.78,Entire home/apt
4778,98.6,91.5,223.0,89,0.0,4.7,4.8,4.8,1.7,Private room
4779,94.5,100.0,729.0,89,1.0,4.8,5.0,4.9,0.23,Private room
4780,99.0,99.0,2291.0,347,37.0,5.0,4.95,4.95,0.66,Entire home/apt
4781,100.0,100.0,539.0,365,20.2,4.77,4.62,4.86,1.4,Private room
4782,100.0,100.0,1479.0,162,20.2,4.94,4.94,4.94,2.67,Entire home/apt
4783,100.0,100.0,580.0,321,72.0,4.42,4.86,4.88,1.29,Entire home/apt
4784,100.0,97.0,1668.0,154,69.0,4.86,4.93,5.0,1.28,Entire home/apt
4785,94.0,100.0,511.0,60,20.2,4.85,4.94,4.97,3.13,Private room
4786,90.0,81.0,1300.0,149,20.2,4.96,4.88,4.98,2.12,Entire home/apt
4787,100.0,99.0,950.0,307,20.2,4.75,4.94,4.91,2.68,Entire home/apt
4788,100.0,96.0,1062.0,88,9.0,4.89,4.89,5.0,0.18,Entire home/apt
4789,100.0,100.0,800.0,362,8.0,4.63,4.75,5.0,3.24,Entire home/apt
4790,100.0,99.0,918.0,82,32.0,4.97,5.0,4.78,0.58,Entire home/apt
4791,100.0,80.0,349.0,180,44.0,4.55,4.91,4.91,0.88,Private room
4792,100.0,100.0,820.0,365,5.0,4.8,4.9,5.0,0.09,Entire home/apt
4793,90.0,81.0,1200.0,90,101.0,4.91,4.94,4.98,1.84,Entire home/apt
4794,94.5,91.5,1062.7,173,0.0,4.7,4.8,4.8,1.7,Private room
4795,100.0,100.0,515.0,365,20.2,4.97,4.91,4.97,3.25,Private room
4796,90.0,100.0,330.0,351,55.0,4.84,4.98,4.53,0.99,Entire home/apt
4797,93.0,100.0,1490.0,243,83.0,4.48,4.51,4.88,1.49,Entire home/apt
4798,100.0,100.0,2643.0,319,20.2,4.77,4.93,4.98,2.49,Entire home/apt
4799,94.5,91.5,246.0,358,0.0,4.7,4.8,4.8,1.7,Private room
4800,98.6,100.0,1206.0,0,3.0,5.0,5.0,5.0,0.05,Entire home/apt
4801,100.0,100.0,999.0,365,5.0,5.0,5.0,4.8,0.09,Entire home/apt
4802,94.5,100.0,1271.0,0,12.0,5.0,5.0,5.0,0.22,Entire home/apt
4803,94.5,91.5,300.0,0,0.0,4.7,4.8,4.8,1.7,Private room
4804,100.0,100.0,1893.0,347,20.2,4.77,4.88,4.84,2.53,Entire home/apt
4805,98.6,91.5,2000.0,179,0.0,4.7,4.8,4.8,1.7,Entire home/apt
4806,98.6,97.3,323.0,27,62.0,4.9,4.87,4.98,1.1,Private room
4807,94.5,91.5,1634.0,0,2.0,5.0,5.0,5.0,0.04,Entire home/apt
4808,100.0,97.3,386.0,177,33.0,4.94,4.71,4.94,0.6,Private room
4809,100.0,97.3,700.0,365,1.0,4.8,4.9,5.0,0.08,Entire home/apt
4810,100.0,100.0,1062.7,41,20.2,4.9,4.95,5.0,2.11,Entire home/apt
4811,100.0,97.3,500.0,354,13.0,4.8,4.9,4.69,0.24,Entire home/apt
4812,100.0,100.0,951.0,270,50.0,4.92,4.92,4.94,0.91,Entire home/apt
4813,94.5,91.5,1500.0,359,43.0,4.6,4.95,4.81,0.85,Entire home/apt
4814,94.5,100.0,580.0,240,99.0,4.88,4.91,4.92,1.78,Entire home/apt
4815,100.0,94.0,699.0,333,4.0,4.33,5.0,4.67,0.07,Entire home/apt
4816,100.0,83.0,250.0,349,23.0,4.83,4.91,5.0,0.41,Private room
4817,100.0,96.0,789.0,86,13.0,4.92,4.77,4.69,0.24,Entire home/apt
4818,94.5,97.3,3000.0,88,0.0,4.7,4.8,4.8,1.7,Entire home/apt
4819,100.0,100.0,960.0,171,20.2,4.67,4.79,4.81,3.46,Entire home/apt
4820,100.0,96.0,1067.0,88,27.0,4.74,4.93,4.89,0.69,Entire home/apt
4821,100.0,100.0,1727.0,135,20.2,4.8,4.93,4.99,1.99,Entire home/apt
4822,94.5,91.5,1062.7,365,0.0,4.7,4.8,4.8,1.7,Private room
4823,100.0,100.0,829.0,61,70.0,4.86,4.89,4.81,3.97,Entire home/apt
4824,100.0,100.0,1400.0,12,19.0,4.89,4.95,5.0,0.34,Entire home/apt
4825,100.0,94.0,250.0,267,20.2,4.98,4.98,4.96,2.3,Private room
4826,97.0,100.0,453.0,84,20.2,4.57,4.78,4.91,2.65,Private room
4827,100.0,100.0,696.0,87,1.0,5.0,5.0,5.0,1.0,Entire home/apt
4828,98.6,100.0,452.0,247,7.0,5.0,5.0,5.0,0.13,Private room
4829,100.0,100.0,729.0,89,61.0,4.98,5.0,5.0,1.17,Private room
4830,100.0,100.0,2250.0,365,1.0,5.0,5.0,5.0,0.75,Private room
4831,94.5,97.0,296.0,152,20.2,4.88,4.83,4.92,2.73,Private room
4832,100.0,99.0,869.0,164,20.2,4.85,4.97,4.98,2.18,Entire home/apt
4833,100.0,100.0,839.0,351,97.0,4.88,4.97,4.91,1.76,Entire home/apt
4834,100.0,100.0,848.0,69,35.0,4.6,4.83,4.97,1.17,Entire home/apt
4835,100.0,100.0,1004.0,224,78.0,4.83,4.82,4.81,1.42,Entire home/apt
4836,100.0,94.0,871.0,79,8.0,5.0,5.0,5.0,0.15,Private room
4837,100.0,100.0,367.0,168,4.0,4.5,4.5,4.5,0.07,Private room
4838,100.0,97.3,500.0,178,24.0,4.5,5.0,4.96,0.46,Private room
4839,94.5,91.5,400.0,0,3.0,5.0,5.0,5.0,0.08,Entire home/apt
4840,94.5,97.3,650.0,362,0.0,4.7,4.8,4.8,1.7,Entire home/apt
4841,100.0,100.0,620.0,38,36.0,4.59,4.91,4.97,0.66,Entire home/apt
4842,99.0,99.0,1062.7,316,33.0,4.97,4.66,5.0,0.6,Entire home/apt
4843,94.5,91.5,550.0,90,20.2,4.94,4.93,4.91,2.46,Entire home/apt
4844,100.0,100.0,1663.0,240,36.0,4.83,4.53,4.81,0.67,Entire home/apt
4845,98.6,85.0,1199.0,171,12.0,4.83,4.83,4.75,0.22,Entire home/apt
4846,94.5,100.0,250.0,363,0.0,4.7,4.8,4.8,1.7,Private room
4847,94.5,91.5,380.0,173,0.0,4.7,4.8,4.8,1.7,Private room
4848,100.0,98.0,651.0,24,20.2,4.85,4.9,4.88,1.4,Entire home/apt
4849,100.0,100.0,750.0,365,6.0,4.33,5.0,4.67,0.11,Entire home/apt
4850,100.0,100.0,1400.0,326,13.0,4.85,4.69,4.92,0.45,Private room
4851,100.0,85.0,3000.0,171,11.0,5.0,5.0,5.0,0.2,Entire home/apt
4852,100.0,100.0,1062.7,254,3.0,4.5,5.0,5.0,0.07,Entire home/apt
4853,94.5,100.0,366.0,346,4.0,5.0,5.0,5.0,0.09,Private room
4854,100.0,100.0,604.0,354,20.2,4.89,4.87,4.9,2.17,Private room
4855,94.5,100.0,1300.0,365,3.0,4.8,4.9,4.9,0.06,Shared room
4856,100.0,100.0,1257.0,285,20.2,4.78,4.87,4.94,2.98,Entire home/apt
4857,100.0,100.0,664.0,363,20.2,4.93,4.89,4.94,3.71,Private room
4858,98.0,100.0,914.0,360,20.2,4.91,4.89,4.9,1.4,Entire home/apt
4859,100.0,84.0,479.0,89,35.0,4.94,4.86,4.97,0.63,Private room
4860,94.5,100.0,299.0,270,0.0,4.7,4.8,4.8,1.7,Private room
4861,94.5,100.0,200.0,177,1.0,4.7,4.8,4.8,0.02,Private room
4862,100.0,97.0,348.0,75,20.2,4.9,5.0,4.97,2.58,Private room
4863,100.0,100.0,729.0,364,14.0,4.93,4.79,4.86,0.31,Private room
4864,100.0,100.0,992.0,256,13.0,4.92,5.0,5.0,0.25,Entire home/apt
4865,100.0,93.0,1250.0,326,7.0,4.43,4.86,4.9,0.76,Entire home/apt
4866,98.6,85.0,1100.0,171,54.0,4.74,4.81,4.87,0.98,Entire home/apt
4867,100.0,100.0,1621.0,352,58.0,4.72,4.93,4.97,1.07,Entire home/apt
4868,94.5,91.5,300.0,171,31.0,4.61,4.84,4.87,0.57,Private room
4869,100.0,99.0,984.0,365,32.0,4.59,4.81,4.53,0.59,Entire home/apt
4870,100.0,100.0,600.0,223,93.0,4.89,4.9,4.99,1.68,Private room
4871,93.0,100.0,450.0,0,20.2,4.45,4.75,4.88,2.77,Entire home/apt
4872,99.0,100.0,1229.0,344,20.2,4.92,4.87,4.86,1.4,Entire home/apt
4873,96.0,100.0,850.0,357,20.2,4.73,4.87,4.84,3.37,Entire home/apt
4874,100.0,95.0,400.0,364,25.0,4.63,4.58,4.9,0.47,Entire home/apt
4875,100.0,100.0,310.0,362,20.2,4.9,4.93,4.92,2.45,Private room
4876,100.0,100.0,266.0,352,81.0,4.96,4.94,4.81,1.51,Private room
4877,98.6,96.0,450.0,363,6.0,4.83,5.0,4.83,0.11,Private room
4878,100.0,97.3,600.0,365,15.0,4.73,4.73,5.0,0.3,Entire home/apt
4879,90.0,100.0,1711.0,136,76.0,4.83,5.0,4.95,1.4,Entire home/apt
4880,100.0,97.3,500.0,365,11.0,4.8,4.9,4.9,0.23,Entire home/apt
4881,100.0,92.0,2859.0,360,38.0,4.89,5.0,5.0,0.69,Entire home/apt
4882,94.5,100.0,514.0,364,4.0,4.8,4.5,4.9,0.07,Private room
4883,94.5,97.3,800.0,89,0.0,4.7,4.8,4.8,1.7,Private room
4884,100.0,98.0,1274.0,296,41.0,4.88,4.93,4.98,0.77,Entire home/apt
4885,100.0,100.0,250.0,0,0.0,4.7,4.8,4.8,1.7,Private room
4886,100.0,100.0,1161.0,175,41.0,4.85,4.95,4.93,0.75,Entire home/apt
4887,94.5,97.3,1196.0,272,0.0,4.7,4.8,4.8,1.7,Entire home/apt
4888,94.5,91.5,1000.0,179,1.0,5.0,5.0,4.9,0.02,Private room
4889,100.0,97.3,639.0,87,0.0,4.7,4.8,4.8,1.7,Entire home/apt
4890,100.0,94.0,951.0,78,3.0,5.0,5.0,5.0,0.08,Private room
4891,100.0,100.0,729.0,365,35.0,4.94,4.97,5.0,0.94,Private room
4892,100.0,100.0,306.0,349,20.2,4.89,4.82,4.94,2.08,Private room
4893,98.6,91.5,580.0,90,0.0,4.7,4.8,4.8,1.7,Private room
4894,100.0,100.0,350.0,317,52.0,4.98,4.98,4.92,0.97,Private room
4895,94.5,91.5,195.0,364,0.0,4.7,4.8,4.8,1.7,Private room
4896,100.0,100.0,990.0,362,27.0,4.88,4.96,4.92,0.49,Entire home/apt
4897,100.0,100.0,1093.0,312,20.2,4.75,4.68,4.85,2.39,Entire home/apt
4898,94.5,97.3,1452.0,89,3.0,4.8,4.9,5.0,0.06,Private room
4899,100.0,99.0,1486.0,338,20.2,4.91,4.98,4.86,3.11,Entire home/apt
4900,100.0,100.0,618.0,330,20.2,4.66,4.81,4.85,1.4,Entire home/apt
4901,100.0,99.0,453.0,144,52.0,4.6,4.87,4.92,0.99,Entire home/apt
4902,100.0,100.0,2028.0,207,74.0,4.65,4.96,5.0,2.81,Entire home/apt
4903,94.5,100.0,690.0,0,31.0,4.94,5.0,5.0,0.56,Entire home/apt
4904,100.0,100.0,1826.0,174,20.2,4.9,4.92,4.97,3.68,Entire home/apt
4905,100.0,91.5,2143.0,74,9.0,4.8,5.0,5.0,0.17,Entire home/apt
4906,98.0,100.0,829.0,178,20.2,4.91,4.9,4.88,1.4,Entire home/apt
4907,94.5,97.3,660.0,89,35.0,4.91,4.94,4.91,0.64,Private room
4908,100.0,99.0,2420.0,332,20.2,4.8,4.93,4.96,3.47,Entire home/apt
4909,100.0,100.0,1437.0,260,84.0,4.65,4.96,4.95,1.87,Entire home/apt
4910,96.0,100.0,700.0,365,83.0,4.34,4.61,4.95,1.52,Private room
4911,100.0,100.0,1349.0,311,41.0,4.93,4.95,5.0,1.09,Entire home/apt
4912,100.0,100.0,606.0,345,20.2,4.67,4.88,4.87,1.4,Entire home/apt
4913,100.0,100.0,1900.0,364,0.0,4.7,4.8,4.8,1.7,Hotel room
4914,98.6,100.0,1000.0,266,3.0,5.0,4.67,4.9,0.06,Entire home/apt
4915,100.0,100.0,1900.0,365,0.0,4.7,4.8,4.8,1.7,Hotel room
4916,100.0,100.0,750.0,220,48.0,4.67,4.83,5.0,0.97,Entire home/apt
4917,100.0,89.0,856.0,349,20.2,4.9,4.95,4.8,3.17,Entire home/apt
4918,100.0,98.0,1307.0,67,45.0,4.76,4.98,4.87,0.92,Entire home/apt
4919,100.0,100.0,300.0,358,50.0,4.98,4.98,4.84,0.91,Private room
4920,100.0,100.0,301.0,170,20.2,4.95,4.85,4.94,2.01,Private room
4921,100.0,100.0,1900.0,365,1.0,5.0,5.0,5.0,0.2,Private room
4922,90.0,97.0,936.0,254,20.2,4.62,4.82,4.95,4.26,Entire home/apt
4923,94.5,100.0,315.0,0,65.0,4.78,4.95,4.98,1.25,Private room
4924,100.0,100.0,696.0,341,20.2,4.73,4.82,4.77,2.03,Entire home/apt
4925,94.5,91.5,726.0,240,76.0,4.79,4.97,4.99,1.4,Entire home/apt
4926,94.5,91.5,1200.0,56,0.0,4.7,4.8,4.8,1.7,Entire home/apt
4927,100.0,100.0,639.0,0,81.0,4.81,4.98,4.89,1.48,Entire home/apt
4928,94.5,97.3,1200.0,365,2.0,5.0,5.0,5.0,0.05,Private room
4929,100.0,97.3,550.0,58,98.0,4.76,4.98,4.98,1.8,Private room
4930,100.0,99.0,1151.0,155,20.2,4.56,4.9,4.92,2.63,Entire home/apt
4931,100.0,100.0,1415.0,314,20.2,4.73,4.94,4.99,2.85,Entire home/apt
4932,98.6,93.0,210.0,352,22.0,4.55,5.0,4.86,0.4,Private room
4933,100.0,100.0,762.0,68,88.0,4.53,4.82,4.85,1.59,Entire home/apt
4934,100.0,97.3,743.0,227,0.0,4.7,4.8,4.8,1.7,Private room
4935,100.0,88.0,555.0,333,48.0,5.0,5.0,5.0,0.88,Private room
4936,100.0,85.0,3000.0,282,12.0,5.0,5.0,5.0,0.22,Entire home/apt
4937,98.6,89.0,290.0,348,20.2,4.65,4.73,4.79,2.46,Entire home/apt
4938,100.0,100.0,370.0,0,4.0,5.0,5.0,5.0,0.08,Private room
4939,94.5,91.5,650.0,89,0.0,4.7,4.8,4.8,1.7,Private room
4940,100.0,100.0,947.0,331,35.0,4.8,4.89,4.89,0.65,Entire home/apt
4941,100.0,98.0,1062.7,90,21.0,4.81,4.95,4.95,0.42,Private room
4942,100.0,100.0,3008.0,205,38.0,4.97,4.97,4.92,0.91,Entire home/apt
4943,100.0,100.0,950.0,337,35.0,5.0,5.0,4.69,0.69,Entire home/apt
4944,100.0,100.0,406.0,104,58.0,4.98,4.96,4.98,1.08,Private room
4945,100.0,99.0,2917.0,279,99.0,4.61,4.77,4.93,1.81,Entire home/apt
4946,95.0,100.0,581.0,334,55.0,4.58,4.67,4.91,1.01,Entire home/apt
4947,100.0,100.0,734.0,292,20.2,4.98,5.0,4.93,2.47,Entire home/apt
4948,94.5,91.5,1500.0,0,6.0,5.0,5.0,4.67,0.15,Entire home/apt
4949,100.0,100.0,2457.0,0,17.0,4.76,5.0,5.0,0.32,Entire home/apt
4950,100.0,100.0,1163.0,336,73.0,4.88,4.95,4.93,1.34,Entire home/apt
4951,98.6,97.3,457.0,358,0.0,4.7,4.8,4.8,1.7,Private room
4952,94.5,91.5,900.0,19,5.0,4.8,4.8,4.8,0.09,Entire home/apt
4953,100.0,89.0,456.0,148,20.2,4.95,4.99,4.95,4.28,Private room
4954,100.0,99.0,599.0,234,20.2,4.61,4.95,4.88,1.4,Entire home/apt
4955,100.0,85.0,1062.7,275,17.0,4.94,4.76,4.94,0.32,Entire home/apt
4956,100.0,100.0,632.0,217,40.0,4.98,4.9,4.93,0.74,Private room
4957,94.5,91.5,1271.0,89,13.0,5.0,5.0,4.92,0.24,Entire home/apt
4958,100.0,97.3,290.0,364,13.0,4.38,4.85,4.77,0.24,Private room
4959,100.0,88.0,555.0,364,26.0,5.0,4.92,4.88,0.52,Private room
4960,100.0,100.0,1521.0,364,18.0,4.78,4.9,4.94,0.35,Private room
4961,100.0,98.0,2200.0,288,69.0,4.91,4.97,5.0,1.28,Entire home/apt
4962,100.0,88.0,575.0,363,41.0,4.98,5.0,4.98,0.75,Private room
4963,100.0,100.0,850.0,355,17.0,4.82,5.0,4.88,0.31,Private room
4964,100.0,100.0,1307.0,277,8.0,5.0,4.88,4.88,1.4,Entire home/apt
4965,90.0,100.0,474.0,70,20.2,4.7,4.66,4.87,2.08,Private room
4966,100.0,100.0,680.0,70,92.0,4.93,4.99,4.5,2.04,Entire home/apt
4967,100.0,100.0,2474.0,293,63.0,4.94,5.0,4.95,1.17,Entire home/apt
4968,100.0,100.0,797.0,267,84.0,4.86,4.76,4.99,1.58,Private room
4969,94.5,100.0,1062.7,363,4.0,5.0,4.75,5.0,0.07,Entire home/apt
4970,100.0,100.0,1997.0,0,11.0,5.0,5.0,5.0,0.22,Entire home/apt
4971,100.0,97.3,1062.7,119,5.0,5.0,5.0,5.0,0.09,Entire home/apt
4972,100.0,97.3,1062.7,364,4.0,5.0,5.0,4.75,0.08,Entire home/apt
4973,100.0,97.3,450.0,34,74.0,4.69,4.95,4.96,1.37,Private room
4974,100.0,100.0,550.0,93,22.0,4.82,4.77,4.95,0.4,Private room
4975,100.0,100.0,700.0,365,3.0,5.0,5.0,5.0,0.06,Private room
4976,100.0,99.0,1196.0,147,20.2,4.94,4.98,4.86,2.48,Entire home/apt
4977,94.5,97.3,999.0,89,5.0,4.8,4.8,5.0,0.09,Private room
4978,94.5,91.5,273.0,0,29.0,4.62,4.86,4.93,0.54,Private room
4979,94.5,91.5,1250.0,176,19.0,4.79,4.74,4.89,0.36,Entire home/apt
4980,94.5,100.0,260.0,209,29.0,4.97,5.0,5.0,0.59,Private room
4981,100.0,100.0,1157.0,136,23.0,4.87,4.96,4.91,0.49,Entire home/apt
4982,94.5,91.5,1900.0,301,0.0,4.7,4.8,4.8,1.7,Entire home/apt
4983,100.0,100.0,583.0,81,68.0,4.72,4.94,4.66,1.25,Entire home/apt
4984,100.0,100.0,293.0,60,38.0,4.95,4.97,4.87,0.76,Private room
4985,100.0,93.0,1800.0,344,29.0,4.93,4.76,5.0,0.61,Entire home/apt
4986,100.0,98.0,2534.0,173,83.0,4.73,4.83,4.94,1.54,Entire home/apt
4987,100.0,98.0,500.0,332,69.0,4.88,4.94,4.91,1.29,Private room
4988,97.0,100.0,1850.0,160,20.2,4.82,4.92,4.98,2.48,Entire home/apt
4989,94.5,91.5,1900.0,272,2.0,5.0,5.0,5.0,0.04,Private room
4990,94.5,97.3,1811.0,301,9.0,4.67,5.0,5.0,0.16,Entire home/apt
4991,100.0,100.0,590.0,38,1.0,4.8,5.0,4.9,0.71,Entire home/apt
4992,100.0,100.0,681.0,228,45.0,4.89,5.0,4.93,0.83,Entire home/apt
4993,94.5,91.5,1235.0,258,37.0,4.78,4.97,5.0,0.69,Entire home/apt
4994,100.0,100.0,2472.0,114,20.2,5.0,5.0,4.97,3.8,Entire home/apt
4995,100.0,100.0,2886.0,152,14.0,4.92,4.85,4.77,0.29,Entire home/apt
4996,100.0,100.0,2367.0,351,67.0,4.99,5.0,5.0,1.25,Entire home/apt
4997,100.0,100.0,1162.0,216,20.2,4.9,4.97,4.6,3.69,Entire home/apt
4998,100.0,91.0,1590.0,363,30.0,4.83,4.93,4.83,0.55,Entire home/apt
4999,100.0,91.5,225.0,303,11.0,4.64,5.0,5.0,0.23,Private room
5000,100.0,100.0,821.0,355,20.2,4.5,4.76,4.85,2.37,Entire home/apt
5001,100.0,100.0,530.0,41,13.0,4.69,4.92,4.92,0.24,Entire home/apt
5002,98.6,88.0,1000.0,352,66.0,4.82,4.91,4.95,1.22,Entire home/apt
5003,94.5,97.3,600.0,365,0.0,4.7,4.8,4.8,1.7,Private room
5004,100.0,94.0,1395.0,62,50.0,4.98,4.98,4.98,0.92,Entire home/apt
5005,100.0,94.0,1330.0,15,26.0,5.0,5.0,4.96,0.48,Entire home/apt
5006,100.0,100.0,1176.0,177,20.2,4.67,4.95,4.96,3.85,Entire home/apt
5007,100.0,100.0,1283.0,273,30.0,4.83,4.9,4.97,0.55,Private room
5008,100.0,100.0,1535.0,334,75.0,4.82,4.95,4.91,1.38,Entire home/apt
5009,100.0,91.5,400.0,88,5.0,4.8,5.0,4.8,0.09,Private room
5010,100.0,97.0,607.0,352,56.0,4.79,4.86,4.89,1.05,Private room
5011,100.0,100.0,1500.0,164,90.0,4.82,4.91,5.0,1.64,Entire home/apt
5012,100.0,100.0,2000.0,241,35.0,5.0,5.0,5.0,0.65,Entire home/apt
5013,100.0,82.0,400.0,333,14.0,4.38,4.69,4.62,0.26,Private room
