,host_response_rate,host_acceptance_rate,price,availability_365,number_of_reviews,review_scores_cleanliness,review_scores_communication,review_scores_location,reviews_per_month,room_type
0,100.0,91.5,1434.0,324,21.0,4.95,4.95,5.0,0.19,Entire home/apt
1,94.5,91.5,830.0,346,61.0,4.88,5.0,4.95,0.54,Entire home/apt
2,100.0,90.0,1469.0,87,39.0,4.71,4.92,4.58,0.31,Entire home/apt
3,94.5,91.5,1062.7,363,0.0,4.7,4.8,4.8,1.7,Entire home/apt
4,100.0,86.0,1062.7,357,64.0,4.7,4.78,4.98,0.46,Entire home/apt
5,100.0,97.3,2561.0,240,78.0,4.71,4.85,5.0,0.7,Entire home/apt
6,100.0,95.0,650.0,144,84.0,4.88,4.94,4.75,0.58,Entire home/apt
7,100.0,100.0,1089.0,168,62.0,4.9,4.95,4.94,0.94,Private room
8,100.0,100.0,943.0,156,18.0,4.75,4.75,4.88,0.15,Entire home/apt
9,92.0,97.3,2561.0,270,20.2,4.69,4.88,4.9,0.95,Entire home/apt
10,100.0,98.0,1881.0,153,20.2,4.96,4.99,4.95,2.63,Entire home/apt
11,98.6,97.3,2088.0,362,47.0,4.73,4.91,4.98,0.34,Entire home/apt
12,100.0,100.0,402.0,358,20.2,4.69,4.79,4.62,1.4,Entire home/apt
13,100.0,100.0,1097.0,145,20.2,4.95,4.98,4.96,0.84,Entire home/apt
14,90.0,87.0,1006.0,340,23.0,4.83,5.0,4.83,0.18,Hotel room
15,90.0,87.0,998.0,350,7.0,4.8,4.9,4.9,0.06,Entire home/apt
16,94.5,97.3,726.0,363,5.0,4.8,4.6,4.8,0.04,Private room
17,98.6,91.5,375.0,284,5.0,4.6,4.8,4.9,0.04,Private room
18,94.5,97.3,2835.0,365,0.0,4.7,4.8,4.8,1.7,Private room
19,100.0,99.0,1062.7,317,10.0,5.0,4.78,4.89,0.12,Entire home/apt
20,100.0,99.0,1200.0,303,80.0,4.84,4.96,4.89,0.77,Entire home/apt
21,100.0,91.5,1244.0,88,0.0,4.7,4.8,4.8,1.7,Private room
22,100.0,97.3,817.0,280,12.0,4.91,5.0,5.0,0.1,Entire home/apt
23,94.5,91.5,950.0,341,37.0,4.67,4.81,4.86,0.33,Entire home/apt
24,100.0,100.0,549.0,336,4.0,5.0,5.0,5.0,0.04,Private room
25,100.0,97.3,672.0,304,9.0,4.78,5.0,5.0,0.08,Entire home/apt
26,91.0,95.0,2049.0,88,20.2,4.92,4.96,4.87,1.93,Entire home/apt
27,100.0,100.0,1062.7,194,20.2,4.86,4.92,4.71,2.09,Entire home/apt
28,98.6,97.3,1543.0,295,20.2,4.97,4.96,4.96,1.41,Private room
29,100.0,97.3,302.0,354,90.0,4.59,4.94,4.98,0.82,Private room
30,94.5,100.0,500.0,328,27.0,4.93,4.93,4.7,0.25,Private room
31,100.0,100.0,1050.0,153,38.0,4.63,5.0,4.97,0.35,Entire home/apt
32,95.0,98.0,672.0,214,66.0,4.8,4.94,4.66,0.53,Entire home/apt
33,94.5,91.5,1434.0,324,20.2,4.68,4.68,4.93,3.3,Entire home/apt
34,100.0,100.0,1310.0,356,54.0,4.47,4.68,4.9,0.46,Entire home/apt
35,100.0,100.0,1037.0,155,44.0,4.68,4.86,4.89,0.33,Entire home/apt
36,100.0,100.0,794.0,197,20.0,4.4,4.9,4.85,0.18,Entire home/apt
37,100.0,100.0,1062.7,0,101.0,4.65,4.88,4.92,0.73,Entire home/apt
38,100.0,100.0,1062.7,0,24.0,4.58,4.79,5.0,0.21,Entire home/apt
39,100.0,100.0,1900.0,26,67.0,4.81,5.0,4.96,0.49,Entire home/apt
40,100.0,97.3,870.0,305,20.2,4.65,4.81,4.85,1.24,Entire home/apt
41,98.6,91.5,850.0,348,18.0,4.72,4.89,4.94,0.16,Entire home/apt
42,100.0,100.0,817.0,365,26.0,4.84,4.96,4.96,0.33,Entire home/apt
43,92.0,97.3,402.0,307,20.2,4.67,4.92,4.9,1.02,Private room
44,100.0,100.0,2800.0,363,40.0,4.9,5.0,4.88,0.42,Entire home/apt
45,94.5,97.3,480.0,269,9.0,5.0,5.0,4.89,0.07,Private room
46,94.5,97.3,1200.0,363,27.0,4.8,4.85,4.96,0.21,Entire home/apt
47,100.0,97.0,788.0,155,42.0,4.86,4.98,4.95,0.43,Entire home/apt
48,100.0,94.0,1062.7,362,4.0,4.8,4.75,4.5,0.05,Entire home/apt
49,100.0,98.0,1017.0,361,20.2,4.85,4.95,4.88,2.4,Entire home/apt
50,100.0,98.0,900.0,365,20.2,4.88,4.93,4.89,1.79,Entire home/apt
51,100.0,81.0,545.0,313,99.0,4.96,4.95,4.99,0.72,Entire home/apt
52,100.0,97.3,2269.0,211,20.2,4.84,4.93,4.97,1.09,Entire home/apt
53,90.0,87.0,1006.0,332,31.0,4.94,5.0,4.97,0.25,Hotel room
54,100.0,100.0,1880.0,326,20.2,4.91,4.97,4.9,2.4,Entire home/apt
55,90.0,87.0,908.0,350,49.0,4.92,5.0,5.0,0.46,Hotel room
56,90.0,87.0,908.0,272,23.0,4.91,4.91,4.96,0.19,Entire home/apt
57,100.0,100.0,591.0,365,20.0,4.32,4.9,4.68,0.15,Private room
58,100.0,100.0,3014.0,194,20.2,4.89,4.94,4.78,2.32,Entire home/apt
59,100.0,89.0,726.0,247,20.0,4.9,4.95,5.0,0.18,Private room
60,100.0,100.0,1154.0,127,20.2,4.76,4.82,4.94,2.59,Entire home/apt
61,94.5,91.5,1815.0,0,0.0,4.7,4.8,4.8,1.7,Entire home/apt
62,90.0,87.0,908.0,356,22.0,4.95,5.0,4.95,0.25,Hotel room
63,92.0,97.3,2561.0,266,20.2,4.8,4.94,4.9,1.91,Entire home/apt
64,100.0,97.3,1000.0,313,20.2,4.56,4.82,4.9,2.64,Entire home/apt
65,100.0,91.0,1532.0,330,54.0,4.94,4.96,4.92,0.44,Entire home/apt
66,100.0,86.0,1062.7,287,7.0,5.0,5.0,5.0,0.07,Hotel room
67,100.0,100.0,726.0,334,20.2,4.65,4.87,4.95,3.32,Entire home/apt
68,94.5,97.3,545.0,365,0.0,4.7,4.8,4.8,1.7,Private room
69,100.0,92.0,699.0,336,20.2,4.87,4.92,4.94,2.01,Private room
70,94.5,97.3,1362.0,0,20.2,4.88,4.73,4.9,0.89,Entire home/apt
71,100.0,97.3,1200.0,296,20.2,4.6,4.8,4.85,1.41,Entire home/apt
72,100.0,100.0,796.0,188,20.2,4.71,4.92,4.9,1.22,Entire home/apt
73,100.0,85.0,2269.0,0,1.0,5.0,5.0,5.0,0.01,Entire home/apt
74,100.0,100.0,1556.0,312,20.2,4.92,4.93,4.93,4.04,Entire home/apt
75,100.0,100.0,545.0,167,46.0,4.73,4.91,4.9,0.38,Entire home/apt
76,100.0,97.3,457.0,162,20.2,4.85,4.86,4.93,0.96,Private room
77,100.0,100.0,1448.0,288,20.2,4.82,4.94,4.93,2.49,Entire home/apt
78,100.0,100.0,327.0,120,20.2,4.83,4.93,4.74,1.66,Private room
79,90.0,100.0,1362.0,313,20.2,4.92,4.69,4.96,3.56,Entire home/apt
80,100.0,100.0,1949.0,179,71.0,4.96,4.87,4.97,0.6,Entire home/apt
81,100.0,93.0,713.0,365,20.2,4.72,4.94,4.87,1.42,Private room
82,100.0,97.3,1062.7,331,20.0,5.0,5.0,4.95,0.17,Entire home/apt
83,100.0,100.0,327.0,253,51.0,4.9,4.94,4.94,0.45,Private room
84,100.0,100.0,529.0,90,20.2,4.8,4.93,4.89,1.24,Private room
85,100.0,100.0,272.0,0,17.0,4.76,5.0,4.56,0.25,Private room
86,100.0,88.0,450.0,114,13.0,4.8,4.85,4.92,0.12,Private room
87,94.5,100.0,1398.0,184,20.2,4.84,4.94,4.91,2.51,Entire home/apt
88,94.5,91.5,1006.0,365,0.0,4.7,4.8,4.8,1.7,Private room
89,100.0,100.0,896.0,364,28.0,4.96,4.75,4.93,0.24,Private room
90,98.6,86.0,1036.0,292,20.2,4.97,4.91,4.97,1.33,Private room
91,94.5,100.0,500.0,364,2.0,5.0,5.0,5.0,0.4,Private room
92,100.0,99.0,1452.0,344,35.0,4.91,4.79,4.94,0.28,Entire home/apt
93,100.0,88.0,400.0,365,17.0,4.75,4.88,4.88,0.18,Private room
94,100.0,100.0,1400.0,162,20.2,4.88,4.98,4.99,3.18,Entire home/apt
95,100.0,99.0,615.0,142,20.2,4.51,4.72,4.76,3.12,Entire home/apt
96,98.6,97.3,1062.7,365,51.0,4.73,4.84,4.98,0.39,Private room
97,100.0,92.0,450.0,362,37.0,4.84,4.97,4.89,0.37,Private room
98,100.0,97.3,1250.0,284,27.0,4.62,4.96,4.88,0.24,Entire home/apt
99,98.6,82.0,450.0,348,46.0,4.91,4.71,4.76,0.42,Private room
100,100.0,97.3,385.0,357,9.0,5.0,4.89,4.89,0.1,Private room
101,98.6,97.3,700.0,364,0.0,4.7,4.8,4.8,1.7,Private room
102,100.0,85.0,295.0,363,16.0,4.94,4.75,4.94,0.15,Private room
103,100.0,100.0,1180.0,207,17.0,4.76,4.53,4.88,0.15,Entire home/apt
104,100.0,100.0,1062.7,90,6.0,5.0,5.0,5.0,0.05,Entire home/apt
105,100.0,99.0,1797.0,360,24.0,4.83,4.96,4.75,0.22,Entire home/apt
106,100.0,100.0,700.0,80,20.2,4.6,4.96,4.95,1.12,Private room
107,94.5,91.5,381.0,137,17.0,5.0,5.0,4.56,0.15,Private room
108,100.0,100.0,908.0,2,21.0,4.89,4.84,4.95,0.18,Private room
109,100.0,100.0,2500.0,72,22.0,4.77,4.95,5.0,0.17,Entire home/apt
110,94.5,97.3,599.0,88,53.0,4.94,4.89,4.96,0.65,Private room
111,94.5,97.3,457.0,365,2.0,4.8,4.9,4.9,0.02,Private room
112,100.0,99.0,1466.0,30,85.0,4.79,4.96,4.91,0.78,Entire home/apt
113,100.0,93.0,2033.0,234,20.2,4.94,4.88,4.96,1.97,Entire home/apt
114,100.0,100.0,732.0,362,2.0,5.0,5.0,5.0,0.02,Private room
115,99.0,99.0,685.0,298,76.0,4.67,4.7,4.88,0.84,Entire home/apt
116,100.0,97.3,2559.0,11,23.0,4.9,4.86,5.0,0.25,Entire home/apt
117,100.0,100.0,817.0,121,19.0,4.74,5.0,4.79,0.27,Entire home/apt
118,90.0,97.3,1071.0,327,8.0,4.8,4.9,4.9,0.07,Entire home/apt
119,100.0,100.0,876.0,333,34.0,4.88,4.97,4.91,0.26,Entire home/apt
120,100.0,97.3,1489.0,356,43.0,4.78,4.89,4.76,0.39,Entire home/apt
121,100.0,81.0,1900.0,116,0.0,4.7,4.8,4.8,1.7,Private room
122,94.5,91.5,708.0,48,15.0,4.87,5.0,4.67,0.13,Entire home/apt
123,100.0,92.0,1350.0,365,20.2,4.76,4.9,4.87,1.33,Entire home/apt
124,100.0,81.0,1062.7,207,25.0,4.96,4.83,4.88,0.19,Entire home/apt
125,100.0,81.0,1062.7,250,2.0,5.0,5.0,5.0,0.02,Entire home/apt
126,98.6,86.0,220.0,287,49.0,4.77,4.88,4.51,0.46,Private room
127,100.0,95.0,1237.0,184,97.0,4.84,4.95,4.98,0.75,Entire home/apt
128,100.0,93.0,1947.0,84,20.2,4.92,4.9,4.89,1.29,Entire home/apt
129,94.5,91.5,350.0,365,0.0,4.7,4.8,4.8,1.7,Private room
130,100.0,97.3,878.0,256,27.0,4.63,4.67,4.7,0.34,Entire home/apt
131,100.0,100.0,550.0,362,20.2,4.66,4.95,4.93,3.51,Private room
132,98.6,86.0,1036.0,336,66.0,4.91,4.78,4.94,0.6,Private room
133,100.0,99.0,3089.0,318,20.2,4.84,4.88,4.9,1.22,Entire home/apt
134,100.0,100.0,1271.0,252,20.2,5.0,5.0,5.0,1.17,Private room
135,100.0,97.0,2723.0,347,26.0,5.0,4.96,5.0,0.2,Entire home/apt
136,100.0,100.0,2934.0,204,20.2,4.95,4.83,4.96,2.22,Entire home/apt
137,100.0,99.0,2814.0,329,20.2,4.95,4.96,5.0,3.11,Entire home/apt
138,100.0,100.0,850.0,176,47.0,4.74,4.96,4.98,0.67,Private room
139,100.0,97.3,240.0,331,27.0,4.85,4.96,4.8,0.29,Private room
140,100.0,100.0,400.0,209,1.0,5.0,5.0,5.0,0.02,Private room
141,94.5,91.5,381.0,139,26.0,5.0,4.96,4.54,0.22,Private room
142,100.0,86.0,2808.0,16,1.0,5.0,4.9,5.0,0.02,Hotel room
143,100.0,91.0,2941.0,326,20.2,4.94,4.95,4.98,1.69,Entire home/apt
144,100.0,97.3,1216.0,365,30.0,4.79,4.67,4.87,0.3,Entire home/apt
145,94.5,97.3,250.0,365,3.0,5.0,4.67,5.0,0.03,Private room
146,94.5,97.3,420.0,152,38.0,4.8,4.67,4.67,0.68,Entire home/apt
147,94.5,91.5,900.0,333,62.0,4.79,4.87,4.94,0.57,Entire home/apt
148,94.5,100.0,566.0,335,1.0,5.0,5.0,5.0,0.03,Private room
149,92.0,97.3,2561.0,276,20.2,4.75,4.97,4.9,1.43,Entire home/apt
150,100.0,100.0,545.0,364,42.0,4.8,4.98,4.73,0.4,Private room
151,100.0,100.0,600.0,87,17.0,4.5,4.94,4.88,0.15,Private room
152,94.5,100.0,3068.0,179,95.0,4.77,4.77,4.97,1.05,Entire home/apt
153,100.0,100.0,1362.0,200,78.0,4.78,4.65,4.82,0.62,Entire home/apt
154,100.0,97.3,980.0,209,20.2,4.88,4.89,4.84,1.1,Entire home/apt
155,100.0,100.0,1685.0,146,20.2,4.95,4.98,4.95,2.76,Entire home/apt
156,100.0,97.3,290.0,354,28.0,4.78,5.0,4.85,0.25,Private room
157,100.0,96.0,1346.0,358,101.0,4.78,4.97,4.88,0.9,Entire home/apt
158,100.0,97.3,540.0,62,10.0,4.8,5.0,4.6,0.09,Private room
159,100.0,94.0,2564.0,178,20.2,4.96,4.9,4.96,1.83,Entire home/apt
160,100.0,97.3,366.0,81,6.0,4.83,4.83,4.5,0.05,Private room
161,98.6,97.3,1362.0,181,24.0,4.68,4.59,4.59,0.19,Entire home/apt
162,100.0,99.0,594.0,332,34.0,4.7,4.94,4.61,0.31,Entire home/apt
163,100.0,91.5,549.0,332,12.0,4.8,4.67,4.9,0.12,Entire home/apt
164,100.0,100.0,1109.0,11,91.0,4.89,4.99,4.9,0.78,Entire home/apt
165,100.0,91.0,220.0,0,2.0,4.5,5.0,5.0,0.03,Private room
166,100.0,100.0,750.0,179,20.2,4.99,4.97,4.96,1.72,Private room
167,100.0,81.0,1062.7,250,1.0,5.0,5.0,5.0,0.01,Entire home/apt
168,100.0,81.0,1062.7,238,1.0,5.0,4.9,4.9,0.01,Entire home/apt
169,94.5,100.0,914.0,88,66.0,4.73,4.91,4.76,0.65,Entire home/apt
170,100.0,81.0,1062.7,251,4.0,5.0,5.0,5.0,0.04,Entire home/apt
171,100.0,100.0,1362.0,358,20.2,4.63,4.95,4.73,1.47,Entire home/apt
172,100.0,99.0,1232.0,159,20.2,4.89,4.95,4.96,2.05,Entire home/apt
173,100.0,91.0,246.0,0,16.0,4.94,5.0,5.0,0.21,Private room
174,94.5,97.3,1815.0,365,0.0,4.7,4.8,4.8,1.7,Shared room
175,100.0,100.0,349.0,172,53.0,4.92,4.94,4.98,0.69,Private room
176,100.0,100.0,1989.0,325,20.2,4.83,4.98,4.94,2.27,Entire home/apt
177,94.5,91.5,549.0,365,3.0,5.0,5.0,4.67,0.05,Private room
178,100.0,93.0,980.0,75,20.2,4.85,4.94,4.6,1.21,Entire home/apt
179,100.0,97.3,800.0,350,54.0,4.92,4.94,4.96,0.47,Entire home/apt
180,100.0,98.0,1943.0,153,20.2,4.89,4.97,4.9,2.71,Entire home/apt
181,100.0,97.3,1062.7,332,22.0,4.91,5.0,5.0,0.17,Entire home/apt
182,98.6,97.3,650.0,365,0.0,4.7,4.8,4.8,1.7,Private room
183,94.5,91.5,1500.0,364,0.0,4.7,4.8,4.8,1.7,Private room
184,100.0,97.3,1062.7,337,97.0,4.84,4.94,4.83,0.78,Entire home/apt
185,94.5,97.3,508.0,193,1.0,5.0,4.9,5.0,0.01,Private room
186,100.0,94.0,2900.0,365,25.0,5.0,4.96,4.92,0.22,Hotel room
187,100.0,98.0,1757.0,137,20.2,4.91,4.99,4.94,2.63,Entire home/apt
188,100.0,100.0,788.0,134,37.0,4.92,5.0,4.78,0.58,Entire home/apt
189,100.0,99.0,1180.0,149,34.0,4.94,4.79,4.91,2.2,Entire home/apt
190,94.5,97.3,1171.0,365,0.0,4.7,4.8,4.8,1.7,Private room
191,100.0,100.0,826.0,355,85.0,4.51,4.76,4.59,0.66,Entire home/apt
192,100.0,90.0,1000.0,322,20.2,4.7,4.91,4.92,2.06,Entire home/apt
193,100.0,97.3,1280.0,363,19.0,4.68,4.74,4.84,0.18,Entire home/apt
194,100.0,90.0,1130.0,364,20.2,4.54,4.86,4.73,1.17,Entire home/apt
195,94.5,91.5,1870.0,312,20.2,4.93,4.94,4.98,2.63,Entire home/apt
196,98.6,86.0,1300.0,292,24.0,5.0,5.0,5.0,0.23,Private room
197,100.0,100.0,988.0,248,20.2,4.8,4.88,4.95,1.06,Entire home/apt
198,100.0,97.0,1997.0,136,20.2,4.94,4.98,4.93,1.2,Entire home/apt
199,98.6,86.0,1300.0,328,56.0,5.0,4.91,4.98,0.52,Private room
200,100.0,89.0,775.0,174,83.0,4.96,4.97,4.87,0.86,Entire home/apt
201,100.0,100.0,500.0,262,25.0,4.8,5.0,5.0,2.2,Private room
202,100.0,94.0,869.0,51,37.0,4.84,4.95,4.75,0.4,Entire home/apt
203,100.0,94.0,2200.0,365,33.0,4.97,4.97,4.97,0.29,Private room
204,98.6,100.0,600.0,274,20.2,4.94,4.92,4.9,2.57,Private room
205,100.0,94.0,1800.0,355,44.0,4.95,4.91,4.95,0.4,Hotel room
206,94.5,100.0,1372.0,363,6.0,5.0,5.0,4.6,0.06,Private room
207,100.0,100.0,1000.0,134,20.2,4.71,4.72,4.9,3.01,Entire home/apt
208,100.0,100.0,1499.0,302,45.0,4.93,4.98,5.0,0.65,Entire home/apt
209,100.0,100.0,1062.7,80,98.0,4.84,5.0,4.94,0.94,Entire home/apt
210,90.0,92.0,836.0,361,50.0,4.98,4.9,4.65,0.53,Entire home/apt
211,100.0,97.3,1180.0,240,8.0,4.83,4.67,5.0,0.07,Entire home/apt
212,94.5,100.0,1000.0,362,94.0,4.9,4.98,4.88,0.83,Entire home/apt
213,100.0,99.0,1955.0,259,20.2,4.79,4.93,4.78,2.67,Entire home/apt
214,99.0,99.0,908.0,74,4.0,5.0,5.0,5.0,0.08,Hotel room
215,99.0,99.0,726.0,347,37.0,4.69,4.51,4.68,0.34,Entire home/apt
216,100.0,91.5,1190.0,210,8.0,4.86,5.0,4.9,0.08,Entire home/apt
217,100.0,97.0,872.0,364,1.0,5.0,4.9,4.9,0.01,Entire home/apt
218,100.0,90.0,960.0,302,15.0,4.93,5.0,5.0,0.35,Private room
219,94.5,97.3,508.0,363,3.0,5.0,5.0,5.0,0.03,Private room
220,94.5,91.5,1062.7,365,0.0,4.7,4.8,4.8,1.7,Private room
221,100.0,97.3,800.0,222,3.0,5.0,5.0,5.0,0.14,Entire home/apt
222,94.5,100.0,884.0,0,9.0,4.67,5.0,4.9,1.24,Entire home/apt
223,100.0,100.0,793.0,316,92.0,4.77,4.63,4.92,1.48,Entire home/apt
224,100.0,93.0,2212.0,58,20.2,4.91,4.94,4.88,0.95,Entire home/apt
225,100.0,92.0,578.0,132,15.0,4.8,5.0,5.0,2.71,Private room
226,100.0,97.3,1062.7,365,1.0,5.0,5.0,5.0,0.17,Private room
227,100.0,97.3,1100.0,58,1.0,5.0,5.0,5.0,0.28,Entire home/apt
228,94.5,97.3,732.0,71,54.0,4.85,5.0,4.71,0.51,Entire home/apt
229,100.0,93.0,545.0,365,13.0,4.85,5.0,5.0,0.19,Private room
230,100.0,93.0,1452.0,313,21.0,4.86,4.95,4.95,0.21,Entire home/apt
231,100.0,97.3,450.0,316,85.0,4.93,4.92,4.93,0.78,Private room
232,100.0,97.3,350.0,333,20.2,4.75,4.76,4.86,1.26,Private room
233,98.0,94.0,1149.0,356,89.0,4.7,4.61,4.96,0.83,Entire home/apt
234,100.0,100.0,1927.0,160,20.2,4.78,4.74,4.92,2.1,Entire home/apt
235,100.0,90.0,908.0,50,20.2,4.84,4.94,4.95,1.62,Entire home/apt
236,98.0,94.0,1191.0,334,43.0,4.78,4.59,4.85,0.42,Entire home/apt
237,98.6,91.5,376.0,365,3.0,5.0,5.0,5.0,0.05,Private room
238,98.0,94.0,1093.0,365,34.0,4.91,4.68,4.88,0.33,Entire home/apt
239,98.0,94.0,1278.0,359,28.0,4.57,4.9,4.82,0.26,Entire home/apt
240,98.0,94.0,1093.0,362,29.0,4.93,4.86,4.93,0.29,Entire home/apt
241,98.0,94.0,1581.0,183,55.0,4.85,4.6,4.71,0.51,Entire home/apt
242,100.0,94.0,1800.0,365,41.0,4.88,4.85,4.88,0.37,Private room
243,94.5,97.3,732.0,358,4.0,5.0,5.0,5.0,0.05,Entire home/apt
244,94.5,100.0,549.0,346,2.0,5.0,5.0,5.0,0.03,Private room
245,100.0,100.0,545.0,365,20.2,4.8,4.95,4.95,3.51,Entire home/apt
246,100.0,100.0,1258.0,315,20.2,4.98,5.0,4.92,1.39,Entire home/apt
247,100.0,100.0,750.0,256,34.0,4.94,4.97,4.91,0.35,Entire home/apt
248,98.6,97.3,1705.0,87,1.0,4.8,4.9,4.9,0.33,Entire home/apt
249,100.0,97.3,700.0,365,27.0,4.8,4.96,4.96,0.27,Private room
250,100.0,100.0,1866.0,84,20.2,4.93,4.98,4.97,1.4,Entire home/apt
251,100.0,91.5,880.0,180,1.0,5.0,5.0,4.9,0.01,Private room
252,94.5,97.3,2952.0,173,0.0,4.7,4.8,4.8,1.7,Private room
253,94.5,97.3,817.0,0,23.0,4.74,5.0,4.7,0.21,Entire home/apt
254,100.0,97.3,1829.0,272,57.0,4.86,4.98,4.96,0.51,Entire home/apt
255,100.0,97.3,1372.0,88,20.2,4.69,4.91,4.87,1.0,Entire home/apt
256,100.0,100.0,635.0,123,88.0,4.84,4.83,4.85,0.78,Entire home/apt
257,100.0,100.0,1826.0,255,20.2,4.9,4.99,4.99,3.29,Entire home/apt
258,98.0,94.0,1072.0,337,41.0,4.98,4.73,4.83,0.44,Entire home/apt
259,100.0,92.0,714.0,343,20.2,4.87,4.88,4.89,1.22,Private room
260,100.0,93.0,1374.0,54,20.2,4.84,4.88,4.99,2.32,Entire home/apt
261,94.5,91.5,287.0,365,0.0,4.7,4.8,4.8,1.7,Private room
262,100.0,100.0,830.0,221,50.0,4.94,5.0,4.76,0.45,Private room
263,100.0,100.0,1850.0,237,20.2,4.94,4.99,4.96,1.59,Entire home/apt
264,100.0,100.0,800.0,57,28.0,4.96,5.0,4.86,0.33,Entire home/apt
265,100.0,91.5,1097.0,352,45.0,4.89,5.0,5.0,0.48,Entire home/apt
266,100.0,88.0,799.0,26,75.0,4.92,4.99,4.91,0.72,Entire home/apt
267,100.0,100.0,1388.0,203,45.0,4.87,4.82,4.96,0.45,Entire home/apt
268,100.0,91.5,1434.0,326,13.0,5.0,5.0,5.0,0.16,Entire home/apt
269,94.5,91.5,2165.0,0,0.0,4.7,4.8,4.8,1.7,Entire home/apt
270,100.0,97.3,2542.0,364,21.0,5.0,5.0,4.95,0.23,Entire home/apt
271,100.0,97.3,2887.0,354,103.0,4.83,5.0,4.99,1.0,Entire home/apt
272,98.0,94.0,782.0,362,39.0,4.97,4.79,4.95,0.43,Entire home/apt
273,100.0,100.0,3034.0,79,20.2,4.98,4.96,4.94,1.82,Entire home/apt
274,100.0,97.3,600.0,57,1.0,5.0,5.0,5.0,0.16,Private room
275,100.0,100.0,990.0,258,20.2,4.91,4.92,4.88,3.62,Entire home/apt
276,94.5,97.3,450.0,362,0.0,4.7,4.8,4.8,1.7,Private room
277,100.0,91.5,1500.0,267,15.0,4.5,5.0,4.92,0.15,Entire home/apt
278,98.6,97.3,428.0,145,6.0,4.67,4.9,4.9,0.07,Private room
279,94.5,83.0,545.0,180,26.0,4.68,4.92,4.92,0.25,Private room
280,100.0,92.0,3128.0,362,20.2,4.8,4.97,4.93,1.12,Entire home/apt
281,100.0,100.0,782.0,315,8.0,5.0,5.0,4.75,1.33,Entire home/apt
282,98.6,97.3,424.0,272,17.0,4.76,4.82,4.94,0.19,Private room
283,98.6,86.0,1000.0,274,77.0,4.93,4.96,4.99,0.76,Private room
284,100.0,100.0,1062.7,56,20.2,4.88,4.97,4.93,1.39,Entire home/apt
285,98.0,94.0,956.0,354,104.0,4.91,4.68,4.94,1.07,Entire home/apt
286,100.0,99.0,1006.0,175,58.0,4.81,4.95,4.7,0.64,Entire home/apt
287,100.0,96.0,1055.0,2,71.0,4.7,4.85,4.54,0.89,Entire home/apt
288,100.0,100.0,1543.0,297,20.2,4.96,4.8,4.92,3.51,Entire home/apt
289,100.0,100.0,1100.0,363,23.0,4.95,4.91,4.95,0.23,Private room
290,100.0,100.0,1199.0,269,20.2,4.63,4.76,4.98,1.4,Entire home/apt
291,100.0,100.0,1618.0,343,20.2,4.95,4.99,4.89,2.29,Entire home/apt
292,94.5,97.3,454.0,365,0.0,4.7,4.8,4.8,1.7,Private room
293,100.0,90.0,805.0,77,20.2,4.79,4.89,4.91,2.2,Entire home/apt
294,94.5,91.5,1062.7,364,0.0,4.7,4.8,4.8,1.7,Private room
295,100.0,97.3,3071.0,335,20.2,4.79,4.88,4.97,1.62,Private room
296,100.0,97.3,563.0,214,20.2,4.85,4.97,4.98,1.14,Private room
297,94.5,97.3,690.0,365,4.0,4.5,4.5,4.75,0.04,Private room
298,93.0,98.0,358.0,49,20.2,4.55,4.91,4.91,3.84,Private room
299,100.0,100.0,1829.0,256,20.2,4.98,5.0,4.84,1.37,Entire home/apt
300,100.0,100.0,447.0,363,81.0,4.8,4.94,4.9,0.8,Entire home/apt
301,90.0,100.0,1034.0,308,20.2,4.87,4.88,4.92,3.24,Entire home/apt
302,100.0,100.0,896.0,79,20.2,4.88,4.92,4.96,1.31,Entire home/apt
303,100.0,99.0,1271.0,344,33.0,4.82,4.94,4.82,0.32,Entire home/apt
304,100.0,92.0,672.0,365,86.0,4.54,4.86,4.61,0.84,Entire home/apt
305,98.6,100.0,998.0,365,0.0,4.7,4.8,4.8,1.7,Private room
306,100.0,100.0,1489.0,208,20.2,4.91,4.89,4.83,2.22,Entire home/apt
307,99.0,100.0,399.0,246,20.2,4.72,4.88,4.97,3.53,Private room
308,100.0,80.0,1111.0,295,65.0,4.88,4.83,4.94,0.65,Entire home/apt
309,100.0,100.0,2233.0,297,20.2,4.86,4.94,4.96,3.95,Entire home/apt
310,100.0,99.0,880.0,332,88.0,4.78,4.94,4.96,0.85,Entire home/apt
311,99.0,99.0,726.0,347,56.0,4.75,4.88,4.98,0.59,Entire home/apt
312,100.0,97.3,350.0,183,12.0,4.67,5.0,5.0,0.12,Private room
313,94.5,92.0,1235.0,30,58.0,4.86,4.98,4.95,0.56,Entire home/apt
314,100.0,97.3,476.0,252,3.0,5.0,5.0,5.0,0.03,Private room
315,100.0,100.0,817.0,87,8.0,5.0,4.75,4.75,0.08,Private room
316,95.0,97.3,300.0,333,33.0,4.59,4.91,4.84,0.32,Private room
317,100.0,99.0,2697.0,345,47.0,4.74,4.87,4.63,0.49,Entire home/apt
318,94.5,91.5,1062.7,87,20.2,4.96,4.97,5.0,1.13,Private room
319,100.0,99.0,2141.0,0,39.0,5.0,5.0,4.96,0.44,Entire home/apt
320,100.0,97.3,908.0,365,67.0,4.9,5.0,4.8,0.69,Entire home/apt
321,100.0,100.0,998.0,171,77.0,4.7,4.92,4.9,0.82,Entire home/apt
322,94.5,100.0,1250.0,0,0.0,4.7,4.8,4.8,1.7,Private room
